Field	Red Robot	Yellow Robot	Ball
(408.83642578125, 297.066650390625)	(184.09202575683594, 156.05459594726562)	(234.69337463378906, 104.4271240234375)	(170.35716247558594, 38.17294692993164)
(408.66796875, 296.47833251953125)	(154.08534240722656, 40.83473205566406)	(235.0631103515625, 102.84173583984375)	(170.27578735351562, 38.204219818115234)
(408.8508605957031, 295.98260498046875)	(184.3335723876953, 156.33444213867188)	(152.36163330078125, 37.48569107055664)	(170.29327392578125, 38.16170120239258)
(409.1003723144531, 295.4873962402344)	(154.1445770263672, 40.199981689453125)	(151.6844482421875, 37.274200439453125)	(170.2987518310547, 38.276885986328125)
(409.1423645019531, 295.25732421875)	(184.66448974609375, 156.6835479736328)	(234.7589569091797, 100.89701843261719)	(170.3308563232422, 38.38257598876953)
(409.2231140136719, 295.6307373046875)	(153.03414916992188, 40.03614807128906)	(151.55201721191406, 36.79976272583008)	(170.24937438964844, 38.497859954833984)
(409.9256286621094, 295.2085266113281)	(184.92483520507812, 156.96888732910156)	(235.22061157226562, 100.06827545166016)	(170.28997802734375, 38.39970779418945)
(409.4720764160156, 295.35552978515625)	(152.780517578125, 39.90925598144531)	(151.5882568359375, 36.800201416015625)	(170.3170623779297, 38.61689376831055)
(409.4422607421875, 294.46942138671875)	(185.64761352539062, 157.59725952148438)	(235.11630249023438, 99.89222717285156)	(170.36666870117188, 38.68317413330078)
(409.76318359375, 294.956787109375)	(154.2972412109375, 39.253990173339844)	(151.87973022460938, 36.56431579589844)	(170.2483673095703, 38.804019927978516)
(409.88226318359375, 294.872802734375)	(186.21273803710938, 157.8078155517578)	(234.7243194580078, 101.71147918701172)	(170.13333129882812, 38.60377502441406)
(410.04217529296875, 294.9322814941406)	(154.45626831054688, 38.88167953491211)	(151.97152709960938, 36.57023620605469)	(170.13790893554688, 38.55665588378906)
(410.39105224609375, 294.7566833496094)	(186.65695190429688, 158.2093963623047)	(234.57470703125, 100.37130737304688)	(170.16395568847656, 38.5893440246582)
(410.3871154785156, 294.631103515625)	(153.1794891357422, 38.831199645996094)	(151.80081176757812, 36.38999938964844)	(170.1793212890625, 38.530399322509766)
(410.3896484375, 294.3511657714844)	(187.08448791503906, 158.43539428710938)	(234.43423461914062, 98.67781066894531)	(170.24261474609375, 38.41840744018555)
(410.2607421875, 294.6761474609375)	(152.7676239013672, 38.446128845214844)	(151.71983337402344, 36.11907958984375)	(170.27859497070312, 38.324005126953125)
(410.3993225097656, 293.9091491699219)	(153.37188720703125, 37.272911071777344)	(235.01695251464844, 96.70497131347656)	(170.2578582763672, 38.26041793823242)
(409.88299560546875, 294.0519104003906)	(187.29818725585938, 158.50413513183594)	(151.63827514648438, 35.89312744140625)	(170.37298583984375, 38.385074615478516)
(410.1939392089844, 294.16217041015625)	(187.6923065185547, 158.4146728515625)	(234.44708251953125, 95.67852783203125)	(170.43841552734375, 38.442047119140625)
(410.0494384765625, 294.4446105957031)	(153.42572021484375, 37.18986129760742)	(151.52691650390625, 35.635841369628906)	(170.4714813232422, 38.33501052856445)
(409.8624267578125, 294.5878601074219)	(187.8917694091797, 158.33023071289062)	(234.09727478027344, 95.31542205810547)	(170.45425415039062, 38.29407501220703)
(409.8674621582031, 294.3907165527344)	(153.77708435058594, 36.421905517578125)	(151.6268310546875, 35.57780456542969)	(170.40504455566406, 38.446109771728516)
(410.0448303222656, 294.4420471191406)	(187.9268341064453, 158.509521484375)	(233.196044921875, 94.96681213378906)	(170.36611938476562, 38.701175689697266)
(409.8947448730469, 294.19049072265625)	(153.9577178955078, 36.3436393737793)	(151.62289428710938, 35.36845397949219)	(170.3115692138672, 38.66244888305664)
(409.9954833984375, 294.281982421875)	(187.67037963867188, 158.5806427001953)	(233.11041259765625, 94.36548614501953)	(170.1815185546875, 38.67047119140625)
(409.62603759765625, 293.69891357421875)	(154.12637329101562, 36.00996398925781)	(151.67645263671875, 35.04521942138672)	(170.2061309814453, 38.753170013427734)
(409.63739013671875, 293.88275146484375)	(187.31797790527344, 158.68560791015625)	(233.1804656982422, 93.82889556884766)	(170.1871337890625, 38.77977752685547)
(409.4759521484375, 294.06787109375)	(153.80960083007812, 35.90039825439453)	(152.09703063964844, 34.781219482421875)	(170.22943115234375, 38.767677307128906)
(409.1529541015625, 294.2469177246094)	(186.93380737304688, 158.50863647460938)	(232.94984436035156, 93.40396881103516)	(170.12149047851562, 39.018733978271484)
(409.12176513671875, 293.8927307128906)	(153.4760284423828, 35.758338928222656)	(152.28785705566406, 34.71831130981445)	(170.09666442871094, 39.105430603027344)
(408.7846984863281, 293.9613342285156)	(186.6626739501953, 158.4661407470703)	(229.94485473632812, 92.43488311767578)	(170.0332489013672, 39.03273010253906)
(409.1059875488281, 293.9729919433594)	(153.3776092529297, 35.58039474487305)	(151.88357543945312, 34.56547164916992)	(170.00997924804688, 39.005184173583984)
(408.2884826660156, 293.8047180175781)	(186.44606018066406, 158.28695678710938)	(229.22927856445312, 91.56643676757812)	(170.03460693359375, 38.97549819946289)
(408.6104736328125, 294.0215148925781)	(153.24072265625, 35.389854431152344)	(151.7386474609375, 34.54787063598633)	(170.12741088867188, 38.94288635253906)
(408.52783203125, 294.06256103515625)	(186.27293395996094, 157.9005126953125)	(228.03125, 91.37454223632812)	(170.07826232910156, 38.9854850769043)
(408.003662109375, 294.71246337890625)	(153.33645629882812, 35.20656967163086)	(152.1317901611328, 34.32573318481445)	(170.05941772460938, 38.881561279296875)
(408.0132751464844, 295.1136169433594)	(186.0779571533203, 157.7250213623047)	(228.4483642578125, 90.95577239990234)	(170.02537536621094, 38.877540588378906)
(407.8738708496094, 295.24383544921875)	(153.24632263183594, 35.156982421875)	(152.26121520996094, 34.26869583129883)	(169.9725799560547, 38.925899505615234)
(408.0121154785156, 295.7431335449219)	(185.99545288085938, 157.45370483398438)	(228.50099182128906, 90.81459045410156)	(170.03399658203125, 38.87528991699219)
(407.5459899902344, 295.5159912109375)	(152.8786163330078, 35.312965393066406)	(152.6796112060547, 34.22884750366211)	(170.11090087890625, 38.57236099243164)
(407.83367919921875, 295.4715881347656)	(185.8154296875, 157.30531311035156)	(228.18873596191406, 90.51219940185547)	(170.1245880126953, 38.45034408569336)
(407.30615234375, 295.3609619140625)	(152.5922088623047, 35.120880126953125)	(152.7494659423828, 34.31539535522461)	(170.0781707763672, 38.636474609375)
(407.64373779296875, 295.7215270996094)	(185.75173950195312, 157.68321228027344)	(227.93374633789062, 90.75447082519531)	(170.16024780273438, 39.35239791870117)
(408.1947937011719, 295.871826171875)	(152.56719970703125, 34.79734420776367)	(152.72601318359375, 34.192745208740234)	(170.26705932617188, 39.63738250732422)
(408.60626220703125, 295.894775390625)	(185.7626190185547, 157.87266540527344)	(228.7866973876953, 90.9822006225586)	(170.38511657714844, 39.84624481201172)
(408.36572265625, 296.05792236328125)	(152.44313049316406, 34.5177001953125)	(152.53646850585938, 33.95852279663086)	(169.99122619628906, 40.10134506225586)
(408.53656005859375, 296.5236511230469)	(185.8136749267578, 158.0219268798828)	(230.0023956298828, 90.48373413085938)	(169.78305053710938, 40.27147674560547)
(408.3699645996094, 296.4399108886719)	(152.3327178955078, 34.2507438659668)	(152.11431884765625, 33.65959167480469)	(169.8001251220703, 40.1918830871582)
(408.2694091796875, 296.1678161621094)	(185.975830078125, 158.7467803955078)	(231.3937225341797, 90.25094604492188)	(170.48548889160156, 40.194644927978516)
(408.3443603515625, 295.78192138671875)	(152.11456298828125, 34.25255584716797)	(152.11453247070312, 33.51621627807617)	(171.01644897460938, 40.17280960083008)
(408.6476745605469, 295.0782775878906)	(186.12811279296875, 159.31939697265625)	(231.11973571777344, 89.70321655273438)	(171.3087615966797, 40.17045593261719)
(408.4360656738281, 295.7301940917969)	(152.1136932373047, 34.093929290771484)	(151.84262084960938, 33.334754943847656)	(171.67713928222656, 40.08132553100586)
(408.4774169921875, 295.6565246582031)	(186.2537384033203, 159.84751892089844)	(231.03782653808594, 89.9169692993164)	(172.1617431640625, 40.101078033447266)
(408.19207763671875, 295.9989013671875)	(152.356201171875, 33.961814880371094)	(151.37838745117188, 33.24897766113281)	(173.26023864746094, 40.48555374145508)
(407.0016174316406, 298.1259460449219)	(186.41217041015625, 160.2749786376953)	(228.9648895263672, 90.10641479492188)	(173.85049438476562, 40.740997314453125)
(406.0473327636719, 298.59930419921875)	(152.44638061523438, 33.857421875)	(151.95774841308594, 33.0934944152832)	(174.44053649902344, 40.852256774902344)
(405.5444030761719, 298.9733581542969)	(186.61068725585938, 160.82374572753906)	(229.14389038085938, 89.83415222167969)	(174.49978637695312, 41.010093688964844)
(405.50701904296875, 298.9593811035156)	(152.55560302734375, 33.818443298339844)	(151.2607879638672, 32.90938186645508)	(174.71932983398438, 41.180274963378906)
(405.37994384765625, 298.85760498046875)	(186.7695770263672, 161.3299102783203)	(230.22535705566406, 89.85342407226562)	(175.65029907226562, 41.014427185058594)
(405.249267578125, 299.5108642578125)	(152.46485900878906, 33.56515884399414)	(151.1787109375, 32.7419319152832)	(175.7292022705078, 40.944923400878906)
(405.1531982421875, 300.06103515625)	(186.9236602783203, 161.7542266845703)	(230.11761474609375, 89.3812484741211)	(176.0106201171875, 40.93391036987305)
(405.0140686035156, 300.6184997558594)	(152.21595764160156, 33.25301742553711)	(150.91001892089844, 32.60076141357422)	(176.06195068359375, 41.083168029785156)
(404.7730712890625, 301.0849609375)	(187.04588317871094, 162.37257385253906)	(230.36459350585938, 88.9557876586914)	(175.4726104736328, 41.367576599121094)
(404.45623779296875, 301.10504150390625)	(152.0627899169922, 32.88846969604492)	(151.1614227294922, 32.23188781738281)	(175.46502685546875, 41.50128936767578)
(404.0317077636719, 300.680419921875)	(187.1448974609375, 162.98609924316406)	(231.1500244140625, 88.61678314208984)	(175.4235076904297, 41.557674407958984)
(403.6188659667969, 301.0703125)	(151.84642028808594, 32.58254623413086)	(151.94720458984375, 31.971467971801758)	(175.93365478515625, 41.601409912109375)
(401.775390625, 300.6418151855469)	(187.33502197265625, 163.3338165283203)	(231.2990264892578, 87.99929809570312)	(176.60284423828125, 41.55476760864258)
(401.0342102050781, 300.11798095703125)	(151.77159118652344, 32.267921447753906)	(152.17103576660156, 31.7624568939209)	(177.87107849121094, 41.51216506958008)
(400.7758483886719, 300.0381774902344)	(187.24525451660156, 163.09054565429688)	(231.85116577148438, 87.30486297607422)	(178.93801879882812, 41.398685455322266)
(400.6080017089844, 299.896484375)	(151.70741271972656, 32.1670036315918)	(229.78265380859375, 86.75514221191406)	(180.74212646484375, 41.432071685791016)
(400.6958312988281, 300.3277587890625)	(187.172607421875, 162.81956481933594)	(228.25523376464844, 86.2564468383789)	(181.5177764892578, 41.48554229736328)
(402.06597900390625, 301.196044921875)	(151.94468688964844, 31.871967315673828)	(228.20077514648438, 86.33102416992188)	(182.05174255371094, 41.624942779541016)
(402.8238220214844, 301.701416015625)	(187.1807098388672, 162.3750457763672)	(229.6957244873047, 86.41693115234375)	(182.56906127929688, 41.410362243652344)
(403.23394775390625, 301.69354248046875)	(151.8721923828125, 31.600448608398438)	(230.85716247558594, 86.3766098022461)	(183.09613037109375, 41.342777252197266)
(403.6382141113281, 301.8562927246094)	(187.05711364746094, 161.60308837890625)	(230.82508850097656, 87.0922622680664)	(183.43853759765625, 41.28178405761719)
(403.86358642578125, 301.82086181640625)	(151.8653106689453, 31.204343795776367)	(153.34872436523438, 30.821096420288086)	(183.93862915039062, 41.243778228759766)
(403.95977783203125, 302.15484619140625)	(187.06613159179688, 160.52853393554688)	(230.24546813964844, 88.12309265136719)	(183.67845153808594, 41.49454116821289)
(404.1726379394531, 302.199462890625)	(151.9376678466797, 30.955184936523438)	(152.30982971191406, 33.124202728271484)	(187.60800170898438, 41.61874771118164)
(404.4422607421875, 301.9259033203125)	(187.01144409179688, 159.4016876220703)	(229.4796600341797, 88.83341217041016)	(189.7364959716797, 41.70048141479492)
(404.6720886230469, 301.7806396484375)	(151.94384765625, 30.311330795288086)	(190.7248992919922, 23.603330612182617)	(190.64723205566406, 41.75556182861328)
(405.31268310546875, 301.76934814453125)	(186.80018615722656, 158.2191162109375)	(148.65135192871094, 34.573307037353516)	(190.59202575683594, 42.05855941772461)
(405.4324035644531, 301.92291259765625)	(151.95547485351562, 29.91943359375)	(147.11000061035156, 34.86663818359375)	(191.54513549804688, 42.60247039794922)
(405.6023254394531, 301.61749267578125)	(186.68812561035156, 157.18943786621094)	(228.6922607421875, 89.35386657714844)	(191.85055541992188, 42.646671295166016)
(405.83453369140625, 301.551513671875)	(152.0994873046875, 29.662994384765625)	(183.66366577148438, 25.739883422851562)	(192.1390380859375, 42.633033752441406)
(405.6878967285156, 301.238037109375)	(151.3541717529297, 30.532352447509766)	(145.8876190185547, 35.569828033447266)	(192.51693725585938, 42.573402404785156)
(405.74554443359375, 300.86181640625)	(186.26608276367188, 156.02243041992188)	(231.7608642578125, 91.52532958984375)	(191.99032592773438, 42.51457595825195)
(405.69732666015625, 301.0898132324219)	(150.8193817138672, 30.01477813720703)	(145.03651428222656, 35.9221305847168)	(192.49691772460938, 42.62700271606445)
(406.1210021972656, 300.494873046875)	(185.90379333496094, 154.57069396972656)	(233.15977478027344, 92.66470336914062)	(192.78860473632812, 42.65753936767578)
(406.2376403808594, 300.17388916015625)	(150.77670288085938, 29.732343673706055)	(144.33880615234375, 36.26649856567383)	(193.68675231933594, 42.58467102050781)
(406.5557556152344, 300.0661315917969)	(185.37962341308594, 153.91798400878906)	(233.59974670410156, 92.64342498779297)	(193.9920196533203, 42.63395309448242)
(406.7538757324219, 300.1070861816406)	(150.0096893310547, 29.966413497924805)	(143.55078125, 37.10811996459961)	(194.3892059326172, 42.72848892211914)
(406.76458740234375, 299.4937438964844)	(185.2788543701172, 153.15585327148438)	(233.32464599609375, 92.64353942871094)	(194.458251953125, 42.75938415527344)
(407.01507568359375, 299.4486083984375)	(246.8638153076172, 153.40818786621094)	(142.70773315429688, 37.64141845703125)	(194.63003540039062, 42.739105224609375)
(406.9080505371094, 299.06414794921875)	(149.68923950195312, 30.18105125427246)	(233.27870178222656, 92.74878692626953)	(194.81109619140625, 42.783931732177734)
(407.36346435546875, 298.845703125)	(185.23435974121094, 152.9252471923828)	(142.1286163330078, 38.78547668457031)	(194.92977905273438, 42.77799987792969)
(407.4244689941406, 298.8056335449219)	(251.4002685546875, 153.19390869140625)	(233.5489501953125, 92.54340362548828)	(194.37217712402344, 42.83022689819336)
(407.2527160644531, 298.84014892578125)	(148.9322052001953, 31.256433486938477)	(141.19985961914062, 40.325767517089844)	(193.88560485839844, 42.88862991333008)
(407.23309326171875, 298.86932373046875)	(185.25216674804688, 152.98988342285156)	(233.11924743652344, 92.18128967285156)	(193.8878936767578, 42.86326217651367)
(407.60992431640625, 298.9714050292969)	(261.3556823730469, 152.89305114746094)	(172.759765625, 32.26057052612305)	(194.02468872070312, 42.92393112182617)
(407.3376770019531, 298.7674255371094)	(148.17364501953125, 32.7534065246582)	(233.6302032470703, 91.59679412841797)	(194.00732421875, 42.98166275024414)
