Yellow Robot	Blue Robot	Ball
(1211.892333984375, 349.3448791503906)	(87.9120864868164, 589.4417114257812)	(64.42132568359375, 977.2998046875)
(1214.2740478515625, 347.9524230957031)	(85.56433868408203, 589.60302734375)	(60.00059127807617, 977.6537475585938)
(1216.4119873046875, 346.4288024902344)	(83.53181457519531, 589.2256469726562)	(56.18272018432617, 978.3294677734375)
(1217.4246826171875, 344.30572509765625)	(83.96348571777344, 588.1366577148438)	(54.00010299682617, 979.0338134765625)
(1218.8634033203125, 343.8916931152344)	(83.91075134277344, 587.8079223632812)	(51.90982437133789, 979.3078002929688)
(1219.0323486328125, 345.53460693359375)	(85.4494400024414, 589.4686279296875)	(51.23934555053711, 979.5977783203125)
(1219.2491455078125, 348.82489013671875)	(86.2088623046875, 590.8856201171875)	(50.084716796875, 980.3394165039062)
(1219.56884765625, 352.0231628417969)	(87.5162582397461, 590.7747802734375)	(50.3595085144043, 980.0670166015625)
(1220.833740234375, 356.3894958496094)	(88.26799774169922, 591.3593139648438)	(49.964839935302734, 981.5379028320312)
(1220.3045654296875, 360.9490966796875)	(90.23092651367188, 590.8402099609375)	(49.02375793457031, 982.0185546875)
(1221.732666015625, 366.3116760253906)	(92.3756332397461, 589.6137084960938)	(50.096221923828125, 981.5758056640625)
(1224.290283203125, 369.9803466796875)	(92.39622497558594, 587.5865478515625)	(49.174556732177734, 981.523681640625)
(1223.2154541015625, 374.0944519042969)	(92.64505004882812, 586.3060302734375)	(50.540504455566406, 982.009033203125)
(1223.8251953125, 379.08319091796875)	(93.53965759277344, 586.5789184570312)	(52.15193557739258, 981.9232177734375)
(1223.39453125, 383.8197021484375)	(94.11012268066406, 586.2403564453125)	(53.310062408447266, 982.4676513671875)
(1222.507568359375, 388.9718933105469)	(95.55123138427734, 588.0403442382812)	(54.75625228881836, 984.2396240234375)
(1222.3553466796875, 394.69293212890625)	(95.5861587524414, 588.657470703125)	(55.45423889160156, 985.3203735351562)
(1222.18994140625, 400.2978210449219)	(95.9448013305664, 590.3279418945312)	(57.09464645385742, 986.70751953125)
(1222.953369140625, 404.96881103515625)	(96.13741302490234, 590.688720703125)	(58.53560256958008, 987.9442138671875)
(1224.23828125, 410.4849548339844)	(96.51927185058594, 591.2191162109375)	(60.400028228759766, 988.394775390625)
(1224.7547607421875, 416.68182373046875)	(96.56242370605469, 591.2815551757812)	(61.45522689819336, 989.4444580078125)
(1224.9520263671875, 421.85931396484375)	(96.46763610839844, 591.0797729492188)	(62.463584899902344, 990.2972412109375)
(1226.03857421875, 427.05908203125)	(95.93080139160156, 590.0110473632812)	(63.05064010620117, 990.8475952148438)
(1221.949462890625, 433.7619323730469)	(95.9533462524414, 589.9464721679688)	(63.64247131347656, 992.300537109375)
(1220.232421875, 438.1460876464844)	(97.07504272460938, 590.6058349609375)	(64.69316864013672, 991.44775390625)
(1221.7506103515625, 442.59820556640625)	(96.92221069335938, 589.7928466796875)	(65.25413513183594, 991.4527587890625)
(1223.54638671875, 447.73406982421875)	(97.18365478515625, 590.6771850585938)	(67.5455551147461, 992.2720336914062)
(1223.4532470703125, 452.9479064941406)	(98.4003677368164, 592.0515747070312)	(69.92401885986328, 992.4315795898438)
(1223.69091796875, 457.59149169921875)	(97.70015716552734, 593.182861328125)	(69.94542694091797, 993.1826782226562)
(1225.4827880859375, 462.01544189453125)	(95.6083755493164, 595.6580810546875)	(69.2452163696289, 994.9357299804688)
(1225.5526123046875, 466.9317321777344)	(94.71286010742188, 599.1459350585938)	(68.35600280761719, 997.0158081054688)
(1226.81298828125, 471.57000732421875)	(95.42233276367188, 602.395263671875)	(69.25562286376953, 997.7105712890625)
(1228.029541015625, 475.8636474609375)	(96.85506439208984, 606.9949340820312)	(70.60709381103516, 998.93994140625)
(1228.82763671875, 481.2961730957031)	(96.8944320678711, 612.1224365234375)	(70.42118072509766, 999.9398193359375)
(1230.506591796875, 488.1305847167969)	(97.81961822509766, 617.5309448242188)	(70.1926498413086, 1000.16162109375)
(1235.7322998046875, 491.056640625)	(96.00187683105469, 620.4488525390625)	(68.31621551513672, 999.725341796875)
(1236.873291015625, 494.22137451171875)	(95.54285430908203, 623.7445068359375)	(66.99227142333984, 999.8961181640625)
(1236.302734375, 498.4934997558594)	(95.93903350830078, 627.5335693359375)	(66.95768737792969, 999.6701049804688)
(1237.971923828125, 503.18267822265625)	(96.3752670288086, 631.1039428710938)	(67.02919006347656, 999.3626098632812)
(1238.736083984375, 506.3666687011719)	(96.40323638916016, 635.5030517578125)	(66.67322540283203, 999.1036376953125)
(1241.23193359375, 508.4252624511719)	(96.538330078125, 639.4296875)	(66.19522857666016, 998.713623046875)
(1243.9390869140625, 508.4486999511719)	(98.32845306396484, 644.8881225585938)	(66.59224700927734, 998.6547241210938)
(1244.0821533203125, 506.64300537109375)	(99.8436508178711, 650.2348022460938)	(68.01581573486328, 999.2552490234375)
(1247.8448486328125, 507.1225891113281)	(100.3666000366211, 654.5126342773438)	(69.55937957763672, 998.7993774414062)
(1249.434814453125, 505.98907470703125)	(100.7118911743164, 658.3997802734375)	(68.32327270507812, 998.6742553710938)
(1249.4541015625, 505.76776123046875)	(100.98721313476562, 663.5279541015625)	(67.99761199951172, 1000.9533081054688)
(1247.920166015625, 507.4707336425781)	(99.78521728515625, 668.1409301757812)	(66.84347534179688, 1002.2833251953125)
(1246.474365234375, 509.1952209472656)	(101.731689453125, 672.1463012695312)	(68.58106231689453, 1001.4080200195312)
(1245.6148681640625, 513.381103515625)	(102.81257629394531, 677.0174560546875)	(69.23175811767578, 1001.4911499023438)
(1243.5682373046875, 517.6900634765625)	(103.12152099609375, 680.239501953125)	(68.19599914550781, 1001.072021484375)
(1242.9130859375, 522.0909423828125)	(103.83985137939453, 683.19970703125)	(68.08011627197266, 1001.1099243164062)
(1242.6199951171875, 526.4832153320312)	(102.31901550292969, 684.2042236328125)	(65.11029052734375, 1001.1007690429688)
(1241.982666015625, 531.7308349609375)	(103.36468505859375, 685.24658203125)	(63.7834587097168, 1000.1199951171875)
(1240.099609375, 537.1312866210938)	(105.72183227539062, 685.3231811523438)	(63.718345642089844, 999.78125)
(1239.5242919921875, 541.1707763671875)	(108.23990631103516, 684.4807739257812)	(63.332862854003906, 999.8059692382812)
(1239.9833984375, 545.517578125)	(111.10948181152344, 682.7269287109375)	(63.945735931396484, 999.9125366210938)
(1238.35400390625, 551.0560302734375)	(115.83971405029297, 682.0073852539062)	(66.4024429321289, 1001.1512451171875)
(1238.728271484375, 555.8923950195312)	(120.00479888916016, 679.9884033203125)	(68.18667602539062, 1001.2479248046875)
(1238.7008056640625, 561.6580810546875)	(123.30323028564453, 677.97509765625)	(69.67216491699219, 1000.779052734375)
(1239.074951171875, 570.3770751953125)	(124.41642761230469, 676.1249389648438)	(68.84998321533203, 1000.959228515625)
(1239.3028564453125, 573.4921264648438)	(124.88362121582031, 675.3797607421875)	(68.63560485839844, 1001.028076171875)
(1238.3712158203125, 576.0921630859375)	(125.32142639160156, 673.7839965820312)	(67.9230728149414, 1001.013427734375)
(1235.565185546875, 579.728271484375)	(127.12680053710938, 671.289306640625)	(68.11235046386719, 999.9703979492188)
(1235.033203125, 584.2950439453125)	(129.4503631591797, 669.9088134765625)	(69.4385986328125, 1000.2291870117188)
(1233.8189697265625, 588.6377563476562)	(131.03338623046875, 667.5887451171875)	(69.98090362548828, 1000.8970947265625)
(1232.928955078125, 592.4091186523438)	(133.1190948486328, 664.7794799804688)	(71.08682250976562, 1001.39892578125)
(1231.9656982421875, 598.16943359375)	(134.29327392578125, 664.4629516601562)	(71.41068267822266, 1002.1624755859375)
(1229.553466796875, 604.3032836914062)	(134.02757263183594, 662.5126342773438)	(70.24015045166016, 1001.074951171875)
(1228.06591796875, 608.440185546875)	(134.76919555664062, 660.0095825195312)	(70.83467864990234, 999.5987548828125)
(1227.76318359375, 612.5952758789062)	(135.93333435058594, 658.4187622070312)	(71.13410949707031, 999.662841796875)
(1226.0140380859375, 616.9877319335938)	(137.5179443359375, 657.149169921875)	(71.9117431640625, 999.6796264648438)
(1225.97509765625, 622.224365234375)	(140.5865936279297, 659.6287231445312)	(71.44794464111328, 1000.3252563476562)
(1223.6982421875, 628.697021484375)	(143.56027221679688, 661.1768188476562)	(69.92503356933594, 999.5931396484375)
(1222.538818359375, 634.3370361328125)	(146.64987182617188, 663.9888916015625)	(68.22732543945312, 999.2235717773438)
(1220.9930419921875, 638.6666870117188)	(150.1751708984375, 665.8764038085938)	(67.38825225830078, 998.3187866210938)
(1219.4234619140625, 643.3883056640625)	(153.86753845214844, 667.4678344726562)	(67.81558227539062, 998.4053955078125)
(1219.1650390625, 649.549072265625)	(160.15301513671875, 669.2527465820312)	(68.04310607910156, 994.8903198242188)
(1219.3104248046875, 653.4556884765625)	(167.0215606689453, 670.8113403320312)	(68.56671142578125, 989.7695922851562)
(1218.48095703125, 658.5874633789062)	(174.01715087890625, 673.2691650390625)	(69.31128692626953, 984.5216674804688)
(1218.153076171875, 662.6122436523438)	(179.88613891601562, 674.3108520507812)	(69.20730590820312, 978.7385864257812)
(1218.564453125, 667.056884765625)	(184.41114807128906, 675.97705078125)	(68.57022094726562, 973.3526000976562)
(1217.608154296875, 672.0062866210938)	(189.03720092773438, 678.71044921875)	(66.88406372070312, 968.9959716796875)
(1216.1094970703125, 677.8017578125)	(192.8085479736328, 680.736328125)	(66.02143859863281, 964.596435546875)
(1217.1087646484375, 683.940673828125)	(194.4386444091797, 682.2998046875)	(62.24834442138672, 957.7266845703125)
(1217.10107421875, 689.0655517578125)	(197.9166717529297, 683.927001953125)	(59.99452590942383, 952.042236328125)
(1214.426513671875, 693.897216796875)	(201.1582489013672, 685.5208740234375)	(58.23662185668945, 946.076904296875)
(1213.88916015625, 698.0142822265625)	(204.76980590820312, 687.3035888671875)	(57.45622253417969, 938.5502319335938)
(1214.97607421875, 702.3074951171875)	(209.23507690429688, 689.1219482421875)	(57.84585189819336, 932.5425415039062)
(1214.56201171875, 708.1126098632812)	(213.75186157226562, 690.9606323242188)	(57.88846206665039, 927.2279663085938)
(1214.216796875, 713.497802734375)	(218.57330322265625, 692.1099853515625)	(59.042171478271484, 921.9475708007812)
(1211.58740234375, 718.4244384765625)	(222.61936950683594, 694.357177734375)	(60.021949768066406, 917.2349853515625)
(1209.5736083984375, 722.6544799804688)	(225.151611328125, 695.7730102539062)	(59.758148193359375, 913.2291870117188)
(1208.269287109375, 727.4976806640625)	(228.1536407470703, 696.3142700195312)	(59.885372161865234, 908.14794921875)
(1206.912353515625, 732.5661010742188)	(231.76206970214844, 697.8619384765625)	(59.806678771972656, 902.3846435546875)
(1206.325927734375, 737.1939697265625)	(235.63316345214844, 700.222900390625)	(59.418643951416016, 897.7711181640625)
(1206.930908203125, 741.9861450195312)	(238.88230895996094, 700.5238647460938)	(58.59579849243164, 891.9862670898438)
(1206.263671875, 747.002197265625)	(242.3432159423828, 702.3834228515625)	(58.81201171875, 886.3714599609375)
(1204.7672119140625, 751.7583618164062)	(246.91587829589844, 704.281005859375)	(59.41438674926758, 881.5773315429688)
(1204.1854248046875, 755.4285278320312)	(251.52284240722656, 706.2321166992188)	(59.78067398071289, 876.2490234375)
(1202.97607421875, 759.8343505859375)	(254.84884643554688, 707.4453125)	(58.62784957885742, 870.7239990234375)
(1201.6236572265625, 764.4464721679688)	(258.2326965332031, 709.0335083007812)	(57.45763397216797, 866.7178955078125)
(1202.1202392578125, 768.2243041992188)	(261.34796142578125, 710.3838500976562)	(56.863468170166016, 860.1068725585938)
(1201.143310546875, 772.4714965820312)	(262.7282409667969, 711.7776489257812)	(55.98035430908203, 853.5294799804688)
(1197.7471923828125, 778.2589111328125)	(261.5863342285156, 711.9793701171875)	(54.14760208129883, 848.4290771484375)
(1194.52880859375, 783.315673828125)	(260.319091796875, 711.9253540039062)	(52.71448516845703, 842.139404296875)
(1193.4501953125, 785.1060180664062)	(260.2292175292969, 711.9791870117188)	(52.87998962402344, 839.6389770507812)
(1193.31103515625, 787.927978515625)	(258.9013366699219, 711.7092895507812)	(51.73896408081055, 835.3365478515625)
(1192.6070556640625, 793.1932983398438)	(253.0062713623047, 710.06103515625)	(48.3171272277832, 828.7218627929688)
(1192.0882568359375, 798.9942626953125)	(247.68455505371094, 707.4557495117188)	(47.21763610839844, 822.9336547851562)
(1190.89501953125, 804.888916015625)	(243.799560546875, 705.945556640625)	(48.42903518676758, 817.433349609375)
(1190.1348876953125, 810.3682861328125)	(239.68502807617188, 703.04150390625)	(49.83281326293945, 811.3037109375)
(1190.7398681640625, 815.0201416015625)	(235.21832275390625, 701.8439331054688)	(50.15503692626953, 805.6241455078125)
(1189.83984375, 818.9972534179688)	(229.99732971191406, 700.755859375)	(49.49505615234375, 800.2031860351562)
(1189.200927734375, 823.1574096679688)	(225.31190490722656, 698.3782958984375)	(49.62202453613281, 794.5947875976562)
(1188.5263671875, 828.0667724609375)	(221.24169921875, 695.9564208984375)	(50.59803009033203, 788.9825439453125)
(1189.1195068359375, 832.08447265625)	(217.35997009277344, 694.39013671875)	(51.75246810913086, 782.62841796875)
(1188.2254638671875, 836.4414672851562)	(212.3343505859375, 692.8408813476562)	(51.64421463012695, 777.33984375)
(1187.3502197265625, 842.4248657226562)	(205.9470977783203, 690.9656372070312)	(51.560176849365234, 770.7702026367188)
(1187.283447265625, 848.2090454101562)	(199.77500915527344, 688.5664672851562)	(50.529319763183594, 764.0742797851562)
(1188.7080078125, 853.4268798828125)	(192.99383544921875, 687.6678466796875)	(49.01271057128906, 758.8701171875)
(1191.0234375, 858.032958984375)	(187.63433837890625, 686.7569580078125)	(49.56708526611328, 754.2784423828125)
(1191.2093505859375, 863.0348510742188)	(182.6165313720703, 684.8998413085938)	(49.922454833984375, 749.4810791015625)
(1190.1904296875, 866.4855346679688)	(178.60720825195312, 682.0472412109375)	(52.206871032714844, 742.97021484375)
(1190.7510986328125, 869.4861450195312)	(174.43125915527344, 678.667236328125)	(54.14456558227539, 738.7305297851562)
(1190.7491455078125, 870.675537109375)	(169.90013122558594, 676.0079345703125)	(54.29310607910156, 734.5364990234375)
(1191.345947265625, 870.5354614257812)	(165.3441619873047, 672.9760131835938)	(54.19621276855469, 727.6619873046875)
(1193.611572265625, 868.97509765625)	(158.87957763671875, 669.255126953125)	(53.41080093383789, 721.1334838867188)
(1194.604736328125, 868.2628173828125)	(156.55111694335938, 667.8300170898438)	(53.03467559814453, 718.7677612304688)
(1196.543212890625, 868.58837890625)	(152.61123657226562, 667.2413940429688)	(52.34852981567383, 716.2356567382812)
(1198.5028076171875, 868.5174560546875)	(147.49609375, 665.569580078125)	(52.47538375854492, 713.0619506835938)
(1197.97265625, 868.7821655273438)	(143.80233764648438, 663.4080200195312)	(0, 0)
(1198.432861328125, 871.4458618164062)	(137.6707763671875, 662.345458984375)	(0, 0)
(1197.767578125, 874.39111328125)	(131.93167114257812, 661.01220703125)	(0, 0)
(1194.496337890625, 878.24462890625)	(127.45703887939453, 659.0516357421875)	(0, 0)
(1193.4903564453125, 884.2704467773438)	(123.54910278320312, 657.20703125)	(0, 0)
(1191.3585205078125, 888.3383178710938)	(118.72998046875, 655.0126342773438)	(0, 0)
(1188.8502197265625, 892.682373046875)	(113.8780288696289, 653.0833129882812)	(0, 0)
(1187.276123046875, 896.886474609375)	(109.958251953125, 651.1802368164062)	(0, 0)
(1182.919189453125, 900.4682006835938)	(104.0807876586914, 648.5433349609375)	(0, 0)
(1180.2933349609375, 905.8762817382812)	(98.54984283447266, 646.3286743164062)	(0, 0)
(1179.3990478515625, 907.8031005859375)	(96.8252182006836, 645.6536254882812)	(0, 0)
(1177.6298828125, 911.7403564453125)	(93.88621520996094, 644.6515502929688)	(0, 0)
(1175.45947265625, 915.7405395507812)	(87.4286880493164, 642.5679321289062)	(0, 0)
(1177.263916015625, 919.8191528320312)	(82.73917388916016, 641.5145874023438)	(0, 0)
(1178.0662841796875, 923.9773559570312)	(77.7277603149414, 639.7018432617188)	(0, 0)
(1180.443359375, 926.987548828125)	(72.61892700195312, 637.1300659179688)	(0, 0)
(1182.938232421875, 927.3779907226562)	(67.88627624511719, 636.314697265625)	(0, 0)
(1185.547119140625, 926.4075317382812)	(62.35138702392578, 634.3663940429688)	(0, 0)
(1186.845703125, 928.3286743164062)	(56.73206329345703, 633.2239379882812)	(0, 0)
(1188.0035400390625, 929.0865478515625)	(51.176856994628906, 631.4107666015625)	(0, 0)
(1188.655517578125, 930.9152221679688)	(46.581382751464844, 630.1177978515625)	(0, 0)
(1191.0928955078125, 934.364501953125)	(41.946372985839844, 627.41455078125)	(0, 0)
(1192.5390625, 936.9954833984375)	(37.81867599487305, 624.3735961914062)	(0, 0)
(1193.1175537109375, 938.89794921875)	(35.75436019897461, 622.8091430664062)	(0, 0)
(1194.21826171875, 942.10791015625)	(34.69039535522461, 621.1602783203125)	(0, 0)
(1197.525634765625, 944.2774658203125)	(33.82942581176758, 620.9132690429688)	(0, 0)
(1198.4140625, 946.0686645507812)	(34.346981048583984, 620.2344360351562)	(0, 0)
(1198.1165771484375, 947.8989868164062)	(32.71925735473633, 620.39990234375)	(0, 0)
(1197.854248046875, 949.9905395507812)	(32.43661117553711, 620.0763549804688)	(0, 0)
(1198.26318359375, 950.817138671875)	(31.646799087524414, 621.5020141601562)	(0, 0)
(1197.0496826171875, 950.7357788085938)	(31.55499839782715, 619.8273315429688)	(0, 0)
(1194.9158935546875, 952.0791625976562)	(31.12422752380371, 618.9132080078125)	(0, 0)
(1191.8291015625, 952.6455078125)	(31.991865158081055, 619.0349731445312)	(0, 0)
(1186.8424072265625, 953.2545166015625)	(32.73292541503906, 620.5917358398438)	(0, 0)
(1181.5765380859375, 954.3134155273438)	(33.1646728515625, 621.357177734375)	(0, 0)
(1175.5379638671875, 957.1629638671875)	(33.202674865722656, 621.9275512695312)	(0, 0)
(1173.4110107421875, 958.235595703125)	(33.380470275878906, 622.3472900390625)	(0, 0)
(1171.996826171875, 957.545654296875)	(34.712745666503906, 620.7589111328125)	(0, 0)
(1168.4307861328125, 957.84228515625)	(35.71953582763672, 619.9450073242188)	(0, 0)
(1165.176025390625, 959.037841796875)	(36.609317779541016, 619.8211669921875)	(0, 0)
(1159.5440673828125, 959.453857421875)	(36.501190185546875, 619.535400390625)	(0, 0)
(1154.2371826171875, 960.0926513671875)	(35.274600982666016, 619.1705932617188)	(0, 0)
(1149.3048095703125, 961.7266845703125)	(35.42284393310547, 619.58056640625)	(0, 0)
(1145.012939453125, 964.3634033203125)	(36.0672607421875, 620.7392578125)	(0, 0)
(1140.6385498046875, 966.1023559570312)	(35.310977935791016, 621.4818115234375)	(0, 0)
(1136.058349609375, 966.9185180664062)	(35.24062728881836, 621.4345092773438)	(0, 0)
(1131.4849853515625, 968.5472412109375)	(35.48513412475586, 621.7001342773438)	(0, 0)
(1127.947509765625, 970.359619140625)	(35.94458770751953, 621.3157348632812)	(0, 0)
(1123.102783203125, 971.0228271484375)	(36.88628005981445, 622.8223266601562)	(0, 0)
(1116.052734375, 973.4590454101562)	(36.93146514892578, 623.1275024414062)	(0, 0)
(1110.3712158203125, 976.2840576171875)	(37.0025520324707, 624.5433959960938)	(0, 0)
(1104.509033203125, 978.5967407226562)	(37.495262145996094, 624.3215942382812)	(0, 0)
(1099.5811767578125, 980.1639404296875)	(38.747459411621094, 624.2650756835938)	(0, 0)
(1093.9794921875, 981.1277465820312)	(38.368125915527344, 626.5908813476562)	(0, 0)
(1088.3719482421875, 982.3870849609375)	(38.49632263183594, 626.8054809570312)	(0, 0)
(1083.1986083984375, 982.7225952148438)	(37.704017639160156, 626.6907958984375)	(0, 0)
(1078.9310302734375, 983.821044921875)	(38.62165832519531, 628.4063110351562)	(0, 0)
(1074.09033203125, 986.3648071289062)	(41.61880874633789, 630.2225952148438)	(0, 0)
(1069.038330078125, 987.6406860351562)	(46.3795051574707, 631.6798095703125)	(0, 0)
(1063.6539306640625, 987.6073608398438)	(50.66433334350586, 633.9041137695312)	(0, 0)
(1059.87451171875, 987.2949829101562)	(55.1097297668457, 636.0606689453125)	(0, 0)
(1055.281005859375, 988.039306640625)	(58.71745681762695, 637.6241455078125)	(0, 0)
(1051.838134765625, 988.4742431640625)	(63.06578063964844, 639.08544921875)	(0, 0)
(1050.313720703125, 991.023193359375)	(66.2010498046875, 639.5399780273438)	(0, 0)
(1050.248779296875, 993.9815673828125)	(68.82456970214844, 639.8250122070312)	(0, 0)
(1052.6021728515625, 995.4066162109375)	(68.32395935058594, 639.7452392578125)	(0, 0)
(1053.0556640625, 996.0411987304688)	(68.26644134521484, 639.58740234375)	(0, 0)
(1054.6104736328125, 998.4087524414062)	(67.9687728881836, 640.0571899414062)	(0, 0)
(1054.8314208984375, 999.2194213867188)	(68.31311798095703, 640.5159912109375)	(0, 0)
(1054.071533203125, 999.4840087890625)	(67.52766418457031, 639.1275634765625)	(0, 0)
(1054.00048828125, 1000.505615234375)	(67.13082122802734, 638.0531616210938)	(0, 0)
(1052.7867431640625, 1003.3656616210938)	(67.14607238769531, 636.9859008789062)	(0, 0)
(1052.3427734375, 1004.2637939453125)	(67.12598419189453, 636.1863403320312)	(0, 0)
(1053.09814453125, 1003.9376831054688)	(66.6486587524414, 636.3706665039062)	(0, 0)
(1053.0675048828125, 1005.0311889648438)	(66.74070739746094, 638.0982666015625)	(-38.836238861083984, 682.6435546875)
(1053.819091796875, 1004.5505981445312)	(67.81887817382812, 638.329345703125)	(-37.99359893798828, 682.660888671875)
(1053.353271484375, 1003.2438354492188)	(67.93069458007812, 638.693115234375)	(-38.78336715698242, 681.7963256835938)
(1053.01904296875, 1002.9588012695312)	(69.24409484863281, 638.0562133789062)	(-37.36524200439453, 681.4820556640625)
(1052.2718505859375, 1003.5025634765625)	(70.03974151611328, 638.5767822265625)	(-35.90205764770508, 681.6978149414062)
(1052.1270751953125, 1003.2706909179688)	(69.15052795410156, 638.2523803710938)	(-37.91005325317383, 681.5093383789062)
(1052.8587646484375, 1003.388671875)	(70.42998504638672, 637.85400390625)	(-36.616058349609375, 681.2256469726562)
(1053.0133056640625, 1003.281982421875)	(68.84088897705078, 638.0261840820312)	(-38.91593933105469, 680.9558715820312)
(1052.5208740234375, 1002.8455200195312)	(71.56266021728516, 640.026611328125)	(-39.61013412475586, 680.1431884765625)
(1052.6561279296875, 1002.2215576171875)	(74.7305679321289, 640.7244262695312)	(-42.64958190917969, 678.3126220703125)
(1052.243408203125, 1002.1283569335938)	(78.39105987548828, 642.1533813476562)	(-44.0227165222168, 677.5200805664062)
(1053.75537109375, 1002.6832275390625)	(82.92897033691406, 643.02685546875)	(-44.44675827026367, 675.283203125)
(1053.1739501953125, 1002.9766845703125)	(87.56373596191406, 645.0458374023438)	(-44.70150375366211, 674.5693359375)
(1053.68896484375, 1003.3612670898438)	(92.97331237792969, 646.5939331054688)	(-42.6451301574707, 673.80712890625)
(1055.10205078125, 1004.384033203125)	(97.30364990234375, 647.6372680664062)	(-40.5634651184082, 671.5665283203125)
(1054.8961181640625, 1004.2015991210938)	(99.73554229736328, 650.308349609375)	(-42.15345001220703, 672.8304443359375)
(1054.5810546875, 1003.8215942382812)	(103.58786010742188, 652.8292236328125)	(-39.42830276489258, 671.829345703125)
(1055.2186279296875, 1003.807861328125)	(107.64269256591797, 654.0518188476562)	(-39.33842468261719, 672.7799682617188)
(1054.191650390625, 1004.1218872070312)	(110.98889923095703, 656.4307861328125)	(-39.706363677978516, 673.2831420898438)
(1054.0433349609375, 1003.7099609375)	(115.10033416748047, 657.5023193359375)	(-38.99930953979492, 673.0466918945312)
(1054.4859619140625, 1003.6023559570312)	(118.61766052246094, 658.6770629882812)	(-38.64783477783203, 673.0780029296875)
(1055.4791259765625, 1003.9263916015625)	(122.92343139648438, 662.1976318359375)	(-39.022701263427734, 673.6309204101562)
(1055.050048828125, 1003.9664916992188)	(126.35259246826172, 663.3131103515625)	(-39.720523834228516, 673.6641235351562)
(1056.1954345703125, 1004.2886352539062)	(129.78208923339844, 664.001953125)	(-41.4052734375, 674.4295654296875)
(1056.868896484375, 1004.0335693359375)	(132.65635681152344, 663.7698364257812)	(-42.718505859375, 674.0302124023438)
(1056.781982421875, 1002.351318359375)	(134.5388641357422, 664.63232421875)	(-41.580814361572266, 673.4711303710938)
(1056.5494384765625, 1001.3199462890625)	(134.58465576171875, 664.615966796875)	(-42.69458770751953, 673.01416015625)
(1056.4993896484375, 1001.6770629882812)	(135.53468322753906, 664.724365234375)	(-42.092918395996094, 673.4410400390625)
(1055.7806396484375, 1001.3480834960938)	(135.9727325439453, 664.1763916015625)	(-41.66304016113281, 673.5426025390625)
(1056.3756103515625, 1001.0872192382812)	(136.48391723632812, 663.2567749023438)	(-40.95061492919922, 673.07763671875)
(1056.9781494140625, 1000.9639892578125)	(136.31723022460938, 662.5087890625)	(-40.796180725097656, 672.3440551757812)
(1057.481689453125, 1000.4534912109375)	(136.97409057617188, 662.725830078125)	(-39.768253326416016, 671.7838134765625)
(1058.2958984375, 1000.0782470703125)	(137.91896057128906, 662.4524536132812)	(-38.339359283447266, 671.3845825195312)
(1059.3599853515625, 999.636474609375)	(140.33889770507812, 662.2591552734375)	(-34.118927001953125, 670.7564086914062)
(1061.0970458984375, 999.7406005859375)	(145.1547088623047, 662.1597900390625)	(-27.615787506103516, 670.658203125)
(1063.73046875, 1000.5619506835938)	(144.69412231445312, 661.8333129882812)	(-28.90332794189453, 670.8038940429688)
(1064.8944091796875, 1001.0597534179688)	(145.48240661621094, 661.5675048828125)	(-29.019798278808594, 668.0095825195312)
(1064.7598876953125, 1001.4321899414062)	(145.69825744628906, 662.5298461914062)	(0, 0)
(1063.6729736328125, 1002.0841674804688)	(145.0507354736328, 663.0325317382812)	(0, 0)
(1062.7852783203125, 1004.043212890625)	(143.5320587158203, 664.0695190429688)	(0, 0)
(1062.564453125, 1004.75244140625)	(143.02610778808594, 664.269775390625)	(0, 0)
(1062.3768310546875, 1005.2528076171875)	(142.34385681152344, 664.4240112304688)	(0, 0)
(1062.09912109375, 1005.3591918945312)	(141.44273376464844, 665.6344604492188)	(0, 0)
(1062.9669189453125, 1005.7567138671875)	(141.67080688476562, 665.7434692382812)	(0, 0)
(1060.952880859375, 1006.1007690429688)	(140.13787841796875, 666.2428588867188)	(0, 0)
(1059.7996826171875, 1006.1956176757812)	(137.13937377929688, 666.6185913085938)	(0, 0)
(1058.5694580078125, 1006.5843505859375)	(134.01280212402344, 666.9814453125)	(0, 0)
(1053.068603515625, 1004.939697265625)	(126.96798706054688, 665.5980834960938)	(0, 0)
(1050.758544921875, 1004.101806640625)	(123.15987396240234, 664.9579467773438)	(0, 0)
(1050.0596923828125, 1003.9849853515625)	(121.40502166748047, 664.9148559570312)	(0, 0)
(1050.1419677734375, 1003.6007080078125)	(122.53953552246094, 664.5300903320312)	(0, 0)
(1051.2296142578125, 1003.1565551757812)	(126.07894134521484, 664.269287109375)	(0, 0)
(1051.3331298828125, 1003.0131225585938)	(126.95458221435547, 664.4973754882812)	(0, 0)
(1051.379150390625, 1003.3091430664062)	(126.22146606445312, 664.3150024414062)	(0, 0)
(1052.576416015625, 1003.0512084960938)	(129.1643524169922, 664.0775146484375)	(0, 0)
(1054.2777099609375, 1003.395751953125)	(133.95675659179688, 664.2042236328125)	(0, 0)
(1055.9237060546875, 1005.1338500976562)	(135.11773681640625, 665.7260131835938)	(0, 0)
(1054.731689453125, 1004.9586791992188)	(132.64852905273438, 665.4513549804688)	(0, 0)
(1053.8634033203125, 1004.5408325195312)	(130.38555908203125, 665.4099731445312)	(0, 0)
(1053.9874267578125, 1005.6223754882812)	(129.988037109375, 665.9175415039062)	(0, 0)
(1055.1689453125, 1005.7613525390625)	(130.54759216308594, 666.1121215820312)	(0, 0)
